transaction_id;customer_id;transaction_date;type;description;amount
76;42;2016-09-05 00:00:00;debit;dm-drogerie markt GmbH;21.89
77;42;2016-09-07 00:00:00;debit;MIGROS M RUSCHLIKON PA;69.67
78;42;2016-09-13 00:00:00;debit;305-9724744-9478710 Amazon.de 2381353494103203;48.61
79;42;2016-10-01 00:00:00;debit;dm-drogerie markt GmbH;68.95
80;42;2016-10-04 00:00:00;credit;Ausgleich Feb.- Okt. Daniel an N26 Bereits mit Malta-Urlaub verrechnetSiehe N26-Ausgleich-2016.xlsx;500.00
81;42;2016-10-05 00:00:00;credit;GEMEINSCHAFTSKONTO;500.00
82;42;2016-10-10 00:00:00;debit;"LUTHY + STOCKER; ZURIC";63.84
83;42;2016-10-13 00:00:00;credit;Sonderzahlung fur die Sychellen 1. Zum Ausgleich der Flugbuchung 2. Damit fur Malta was drauf ist;1000.00
84;42;2016-10-17 00:00:00;debit;2001339635Vorg. 1339635 Vers. 01 46897 OTTDANIEL;1519.96
85;42;2016-10-17 00:00:00;debit;028-1009561-4638722 Amazon.de 0827995812820099;21.34
86;42;2016-10-18 00:00:00;credit;Urlaubsausgleich;1000.00
87;42;2016-10-19 00:00:00;debit;305-2238238-0253118 Amazon.Mktplce EU-DE 2296524119754946;352.00
88;42;2016-10-19 00:00:00;debit;305-2911638-0987521 Amazon.Mktplce EU-DE 1096847832897171;17.49
89;42;2016-10-20 00:00:00;debit;305-3061342-1066745 Amazon.de 2908471254703983;34.23
90;42;2016-10-20 00:00:00;debit;305-9426357-6909141 Amazon.Mktplce EU-DE 1536442742276384;48.55
91;42;2016-10-20 00:00:00;debit;305-2891114-1149947 Amazon.de 0717121750180741;34.90
92;42;2016-10-20 00:00:00;debit;305-7640114-2103535 Amazon.Mktplce EU-DE 1154532034002256;24.95
93;42;2016-10-20 00:00:00;debit;305-9426357-6909141 Amazon.Mktplce EU-DE 1536486569782578;12.90
94;42;2016-10-22 00:00:00;credit;PREMIERTAXFREE;28.00
95;42;2016-10-22 00:00:00;debit;dm-drogerie markt GmbH;55.45
96;42;2016-10-22 00:00:00;debit;Danke Ihr Neukauf     ;105.21
97;42;2016-10-30 00:00:00;debit;DA MARINA             ;49.40
98;42;2016-10-31 00:00:00;debit;CAFE 24               ;4.20
99;42;2016-10-31 00:00:00;debit;LA SFOGLIA            ;66.90
100;42;2016-11-01 00:00:00;debit;CAFE 24               ;4.20
101;42;2016-11-01 00:00:00;debit;CAFE RAFFAEL          ;89.30
102;42;2016-11-02 00:00:00;credit;GEMEINSCHAFTSKONTO;500.00
103;42;2016-11-02 00:00:00;debit;CAFE 24               ;4.37
104;42;2016-11-02 00:00:00;debit;DA MARINA             ;60.65
105;42;2016-11-03 00:00:00;debit;OASIS TRAVEL & TOURISM;78.00
106;42;2016-11-03 00:00:00;debit;OASIS TRAVEL & TOURISM;48.00
107;42;2016-11-03 00:00:00;debit;HUGO S TERRACE        ;84.35
108;42;2016-11-04 00:00:00;debit;ANDREW S BAR N  RESTAU;76.20
109;42;2016-11-05 00:00:00;debit;CAFE 24               ;19.80
110;42;2016-11-05 00:00:00;debit;EUROSPORT             ;29.95
111;42;2016-11-05 00:00:00;debit;MAMMA MIA             ;59.85
112;42;2016-11-06 00:00:00;debit;CORINTHIA SAN GORG    ;25.25
113;42;2016-11-06 00:00:00;debit;HARD ROCK CAFE        ;6.20
114;42;2016-11-09 00:00:00;debit;DA MARINA;60.65
115;42;2016-11-10 00:00:00;credit;DA MARINA             ;60.65
116;42;2016-11-10 00:00:00;debit;HUGO S TERRACE;84.35
117;42;2016-11-11 00:00:00;credit;HUGO S TERRACE        ;84.35
118;42;2016-11-11 00:00:00;debit;ANDREW S BAR N;76.20
119;42;2016-11-12 00:00:00;credit;ANDREW S BAR N  RESTAU;76.20
120;42;2016-11-12 00:00:00;debit;Leihgabe Hiha - Merci;50.00
121;42;2016-11-30 00:00:00;debit;CS ZH_SIHLCITY_4;92.85
122;42;2016-11-30 00:00:00;debit;Naturathek Sihlcity AG;64.80
123;42;2016-11-30 00:00:00;debit;Coop-2848 ZH Sihlcity;25.53
124;42;2016-12-01 00:00:00;credit;Urlaubsgeld;1000.00
125;42;2016-12-02 00:00:00;credit;Sonderzahlung fur die Sychellen Andere Halfte HHK Dezember 2016;500.00
126;42;2016-12-02 00:00:00;debit;Metropolitan Pharmacy;80.55
127;42;2016-12-02 00:00:00;debit;REISEBANK FRANKFURT AT;250.00
128;42;2016-12-03 00:00:00;debit;*INT'L AIRPORT;347.97
129;42;2016-12-05 00:00:00;credit;028-1009561-4638722 008 0088 66 32 38 0827994302590970;1.58
130;42;2016-12-05 00:00:00;debit;400000021;209.48
131;42;2016-12-06 00:00:00;debit;RECEPTION SAVOY RESORT;234.92
132;42;2016-12-07 00:00:00;debit;400000029;207.28
133;42;2016-12-09 00:00:00;debit;*G-ANSE PRASLIN;350.62
134;42;2016-12-11 00:00:00;debit;*LA DIGUE;350.62
135;42;2016-12-19 00:00:00;debit;305-1463965-5745136 Amazon.de 0781898975838797;42.99
136;42;2016-12-19 00:00:00;debit;Coop-2848 ZH Sihlcity;30.37
137;42;2016-12-24 00:00:00;debit;MUELLER 3524;99.79
138;42;2016-12-24 00:00:00;debit;Fressnapf Emmendingen;35.96
139;42;2016-12-24 00:00:00;debit;DANKE IHR NEUKAUF;112.34
140;42;2016-12-27 00:00:00;debit;DANKE IHR NEUKAUF;167.41
141;42;2016-12-27 00:00:00;debit;EASYAPOTHEKE EMMENDING;25.56
142;42;2016-12-27 00:00:00;debit;DM-DROGERIE MARKT GMBH;13.35
143;42;2017-01-08 00:00:00;debit;WWW.WEMAKEIT.CH;28.01
144;42;2017-01-11 00:00:00;credit; ;500.00
145;42;2017-01-19 00:00:00;debit;302-0067602-5834772 Amazon.de 2450034302647872;21.66
146;42;2017-01-19 00:00:00;debit;Coop-2848 ZH Sihlcity;40.90
147;42;2017-01-20 00:00:00;debit;Coop-2848 ZH Sihlcity;12.77
148;42;2017-01-23 00:00:00;debit;Coop-2848 ZH Sihlcity;48.90
149;42;2017-01-27 00:00:00;debit;TeeGeschwendner Freibu;16.50
150;42;2017-01-27 00:00:00;debit;TAUCHCENTER FREIBURG G;59.74
151;42;2017-01-28 00:00:00;debit;DANKE IHR NEUKAUF;151.42
152;42;2017-01-28 00:00:00;debit;www.ticket.cinemaxx.de;18.00
153;42;2017-01-28 00:00:00;debit;SPARDA-BANK BADEN-WUER;100.00
154;42;2017-01-30 00:00:00;credit;Rueckzahlung Abhebung Sparda Bank Freiburg Martinsbraeu am 28.01.17 Schulden bei Frank Via N26 war gebuehrenfrei;100.00
155;42;2017-02-02 00:00:00;debit;Coop-2848 ZH Sihlcity;19.52
156;42;2017-02-04 00:00:00;debit;Migros M Bahnhof Enge;7.68
157;42;2017-02-06 00:00:00;credit; ;500.00
158;42;2017-02-11 00:00:00;debit;DANKE IHR NEUKAUF;210.65
159;42;2017-02-11 00:00:00;debit;DANKE IHR NEUKAUF;44.98
160;42;2017-02-11 00:00:00;debit;Obi Bau- und Heimwerke;41.47
161;42;2017-02-11 00:00:00;debit;Real Freiburg;24.90
162;42;2017-02-21 00:00:00;debit;GOOGLE *SERVICES;1.00
163;42;2017-02-21 00:00:00;credit;GOOGLE *SERVICES;1.00
164;42;2017-02-22 00:00:00;debit;GOOGLE *Threema GmbH;2.99
165;42;2017-02-25 00:00:00;debit;DANKE IHR NEUKAUF;66.59
166;42;2017-02-27 00:00:00;debit;Coop-2848 ZH Sihlcity;30.00
167;42;2017-03-03 00:00:00;debit;Migros MM Thalwil;57.45
168;42;2017-03-05 00:00:00;debit;Prodkammbahnen;147.03
169;42;2017-03-05 00:00:00;debit;Bergrestaurant Chrüz;43.40
170;42;2017-03-06 00:00:00;credit; ;500.00
171;42;2017-03-14 00:00:00;debit;Coop-2848 ZH Sihlcity;21.40
172;42;2017-03-16 00:00:00;credit;PremierTaxFree DE;25.00
173;42;2017-03-17 00:00:00;debit;BABYONE GUNDELFINGEN;90.00
174;42;2017-03-18 00:00:00;debit;SPK FREIBURG-NOERDLICH;200.00
175;42;2017-03-21 00:00:00;debit;RBS 135 BISHOPSGATE;2.25
176;42;2017-03-21 00:00:00;debit;THE PRIDE OF SPITALFIE;16.40
177;42;2017-03-21 00:00:00;debit;Badolina;6.87
178;42;2017-03-22 00:00:00;debit;RBS 135 BISHOPSGATE;7.23
179;42;2017-03-22 00:00:00;debit;RBS 135 BISHOPSGATE;2.25
180;42;2017-03-22 00:00:00;debit;THE BULL;12.72
181;42;2017-03-25 00:00:00;debit;Coop-2848 ZH Sihlcity;40.63
182;42;2017-03-29 00:00:00;credit;Taschengeld fuer Italien;1000.00
183;42;2017-03-31 00:00:00;debit;DEUTSCHEBANK;200.00
184;42;2017-04-01 00:00:00;debit;BNL AG. 6307 AG. 7 ROM;200.00
185;42;2017-04-03 00:00:00;debit;305-5998746-7787567 Amazon .Mktplce EU-DE 1267713695197172;122.72
186;42;2017-04-04 00:00:00;debit;305-5715144-4700367 Amazon .Mktplce EU-DE 1969280857985780;17.87
187;42;2017-04-06 00:00:00;credit; ;500.00
188;42;2017-04-06 00:00:00;credit;"Ausgleich Urlaub Rom; Einkauf; Paris Fahrkarten Auslegung";653.00
189;42;2017-04-08 00:00:00;debit;Obi Bau- und Heimwerke;255.28
190;42;2017-04-08 00:00:00;debit;WOHN-AKTIV EMMENDING;126.80
191;42;2017-04-08 00:00:00;debit;BABYONE GUNDELFINGEN;60.00
192;42;2017-04-08 00:00:00;debit;MUELLER 3524;111.15
193;42;2017-04-08 00:00:00;debit;DANKE IHR NEUKAUF;167.92
194;42;2017-04-09 00:00:00;debit;TANKSTELLE GRUEN;67.01
195;42;2017-04-09 00:00:00;debit;Zollamt Rheinfelden Au;54.09
196;42;2017-04-10 00:00:00;debit;MIGROS MM BRUNAUPARK;61.53
197;42;2017-04-10 00:00:00;debit;305-3039631-5712365 Amazon .Mktplce EU-DE 2652994740534868;82.90
198;42;2017-04-13 00:00:00;debit;Coop-2848 ZH Sihlcity;43.77
199;42;2017-04-15 00:00:00;debit;DANKE IHR NEUKAUF;159.59
200;42;2017-04-16 00:00:00;debit;SPK FREIBURG-NOERDLICH;100.00
201;42;2017-04-18 00:00:00;debit;OBI Grüze Parc W'thur;66.96
202;42;2017-04-20 00:00:00;credit;MIGROS MM BRUNAUPARK;61.53
203;42;2017-04-24 00:00:00;debit;Coop-2848 ZH Sihlcity;33.56
204;42;2017-04-25 00:00:00;credit;Taschengeld fuer Sardinien Ausgleich Ausgaben Renovierungen;1000.00
205;42;2017-04-26 00:00:00;credit;Urlaubsgeld;1000.00
206;42;2017-04-30 00:00:00;debit;BABYONE GUNDELFINGEN;300.00
207;42;2017-04-30 00:00:00;debit;JET-TANKSTELLE;31.98
208;42;2017-05-02 00:00:00;debit;306-9626769-4484321 Amazon .Mktplce EU-DE 0901556263679437;188.99
209;42;2017-05-04 00:00:00;debit;RBS 135 BISHOPSGATE;5.73
210;42;2017-05-04 00:00:00;debit;PRET A MANGER;2.78
211;42;2017-05-04 00:00:00;debit;YES MANGAL;28.37
212;42;2017-05-05 00:00:00;debit;TFL.GOV.UK/CP;8.51
213;42;2017-05-05 00:00:00;debit;RBS 135 BISHOPSGATE;1.36
214;42;2017-05-05 00:00:00;debit;RBS 135 BISHOPSGATE;5.37
215;42;2017-05-05 00:00:00;debit;RBS 135 BISHOPSGATE;5.79
216;42;2017-05-05 00:00:00;debit;PRET A MANGER;4.71
217;42;2017-05-05 00:00:00;debit;Coop-4896 ZH Airport C;3.14
218;42;2017-05-06 00:00:00;debit;TFL.GOV.UK/CP;5.67
219;42;2017-05-08 00:00:00;credit; ;500.00
220;42;2017-05-08 00:00:00;debit;Migros M Rüschlikon Pa;123.49
221;42;2017-05-09 00:00:00;debit;AUTOST MILANO SUD/PISA;27.60
222;42;2017-05-09 00:00:00;debit;SBB CFF FFS Ticketverk;9.14
223;42;2017-05-09 00:00:00;debit;SBB CFF FFS Ticketverk;9.14
224;42;2017-05-09 00:00:00;debit;BP Coldrerio NS;53.19
225;42;2017-05-10 00:00:00;debit;B16509PM7510I00H;324.01
226;42;2017-05-10 00:00:00;debit;ADS ENI GRECCIANO SUD;54.00
227;42;2017-05-15 00:00:00;debit;DISTRIBUTORE SERUSI SE;64.00
228;42;2017-05-15 00:00:00;debit;CUCCUMEU;25.50
229;42;2017-05-16 00:00:00;debit;SU SOI;322.50
230;42;2017-05-16 00:00:00;debit;SUPERMERCATO SIMPLY;20.87
231;42;2017-05-16 00:00:00;debit;LA CAFFETTERIA DI SANN;36.00
232;42;2017-05-16 00:00:00;debit;BANCO DI SARDEGNA;300.00
233;42;2017-05-18 00:00:00;debit;SARTORIA DEL GUSTO;27.50
234;42;2017-05-18 00:00:00;debit;BANCO DI SARDEGNA;300.00
235;42;2017-05-20 00:00:00;debit;AUTOST LIVORNO/MILANO;27.90
236;42;2017-05-20 00:00:00;debit;Marché Bellinzona Süd;27.01
237;42;2017-05-20 00:00:00;debit;S. Gottardo Sud - Rist;3.68
238;42;2017-05-20 00:00:00;debit;BP SERVIZIO SAN GOTTAR;2.21
239;42;2017-05-26 00:00:00;debit;Shell 0906;87.53
240;42;2017-05-26 00:00:00;debit;BABYONE GUNDELFINGEN;19.76
241;42;2017-05-27 00:00:00;debit;SPK FREIBURG-NOERDLICH;400.00
242;42;2017-05-28 00:00:00;debit;T&R BELIEFERUNGSGESELL;28.95
243;42;2017-05-29 00:00:00;credit;"Ausgleich Urlaub; Zug: Stand 25.5";1600.00
244;42;2017-06-03 00:00:00;debit;MUELLER 3524;360.30
245;42;2017-06-03 00:00:00;debit;REWE Dieter Schneider;65.62
246;42;2017-06-05 00:00:00;credit; ;500.00
247;42;2017-06-05 00:00:00;debit;Shell A1 Limmat;69.82
248;42;2017-06-17 00:00:00;debit;MUELLER 3524;80.15
249;42;2017-06-17 00:00:00;debit;TANKSTELLE GRUEN;77.58
250;42;2017-06-24 00:00:00;debit;A standard 2 Euro Maestro card withdrawal fee has applied. Please use your Mastercard to avoid this fee.;2.00
251;42;2017-06-24 00:00:00;debit;VB HS;100.00
252;42;2017-06-24 00:00:00;debit;BABYONE GUNDELFINGEN;339.99
253;42;2017-06-25 00:00:00;debit;Zollamt Basel Nord  BW;148.22
254;42;2017-07-05 00:00:00;debit;Coop-2848 ZH Sihlcity;17.91
255;42;2017-07-06 00:00:00;credit; ;500.00
256;42;2017-07-07 00:00:00;debit;Rechnung Putzfrau.ch Juni 2017 (420 CHF bezahlt via Credit Suisse);380.00
257;42;2017-07-08 00:00:00;debit;H&M KONSTANZ 1DE0033;60.12
258;42;2017-07-13 00:00:00;debit;Coop-2848 ZH Sihlcity;29.40
259;42;2017-07-15 00:00:00;debit;DM-Drogerie Markt;132.95
260;42;2017-07-15 00:00:00;debit;MUELLER 3524;52.45
261;42;2017-07-18 00:00:00;credit;PremierTaxFree DE;10.00
262;42;2017-07-18 00:00:00;debit;PAYONE *Lillydoo GmbH;5.35
263;42;2017-07-19 00:00:00;debit;304-7787520-8877136 Amazon.de 0593876239903930;107.33
264;42;2017-07-19 00:00:00;debit;304-1659294-2425922 Amazon.de 1342492199043926;20.48
265;42;2017-07-26 00:00:00;credit;304-7787520-8877136 AMZ.Amazon.de 0593826054750611;107.33
266;42;2017-07-28 00:00:00;debit;PAYONE *Lillydoo GmbH;55.91
267;42;2017-07-28 00:00:00;debit;302-9404731-4369909 Amazon.de 2465110824713481;119.99
268;42;2017-08-01 00:00:00;debit;Coop-4899 Zürich Bahnh;15.28
269;42;2017-08-04 00:00:00;credit;LOHN - GEHALT;1000.00
270;42;2017-08-07 00:00:00;credit; ;500.00
271;42;2017-08-25 00:00:00;debit;REWE Emmendingen/M;151.87
272;42;2017-08-26 00:00:00;debit;BABYONE GUNDELFINGEN;284.82
273;42;2017-08-26 00:00:00;debit;BABYONE GUNDELFINGEN;168.87
274;42;2017-08-26 00:00:00;debit;VOLKSBANK BREISGAUNORD;300.00
275;42;2017-09-05 00:00:00;credit;LOHN - GEHALT;1000.00
276;42;2017-09-06 00:00:00;credit;304-1659294-2425922 AMZ.Amazon.de 1342494641194426;1.54
277;42;2017-09-07 00:00:00;debit;302-1217036-2845130 Amazon.de 2243925128525196;82.50
278;42;2017-09-20 00:00:00;debit;304-8736434-6403567 Amazon.de 0390145760786649;46.27
279;42;2017-09-27 00:00:00;debit;302-2380136-9172349 Amazon .Mktplce EU-DE 1729291860805242;288.00
280;42;2017-09-28 00:00:00;debit;304-3751809-6947556 Amazon .Mktplce EU-DE 1783826578500905;21.98
281;42;2017-09-29 00:00:00;debit;304-5523636-1605107 Amazon .Mktplce EU-DE 0673040711646378;24.80
282;42;2017-09-29 00:00:00;debit;304-1420200-0175549 Amazon Services Europe SARL 0611536273695633;36.61
283;42;2017-10-01 00:00:00;debit;Ausgleich Barkasse Zuerich Bestand 31.12.2015;635.20
284;42;2017-10-05 00:00:00;credit;LOHN - GEHALT;1000.00
285;42;2017-10-16 00:00:00;debit;"Bestell-Nr 17680; Vanessa Meister";94.00
286;42;2017-10-17 00:00:00;debit;302-0114841-6366740 Amazon .Mktplce EU-DE 7097873555152717;18.60
287;42;2017-10-18 00:00:00;debit;302-8533373-6555544 Amazon.de 1637770626617385;35.04
288;42;2017-10-19 00:00:00;debit;305-6471578-1875559 Amazon .Mktplce EU-DE 6666226760703996;34.99
289;42;2017-10-20 00:00:00;debit;304-0526802-7993917 Amazon.de 1383763514343404;23.36
290;42;2017-10-22 00:00:00;debit;WWW.KEIDELBAD.DE;103.00
291;42;2017-10-24 00:00:00;debit;306-8302546-9721124 Amazon.de 2582040900891086;19.86
292;42;2017-10-24 00:00:00;debit;305-8597657-8659561 Amazon .Mktplce EU-DE 0418367083957648;33.99
293;42;2017-10-26 00:00:00;credit;302-1217036-2845130 AMZ.Amazon.de 2243928551007056;0.19
294;42;2017-10-27 00:00:00;debit;SPK FREIBURG-NOERDLICH;500.00
295;42;2017-10-27 00:00:00;debit;IKEA Deutschland NL Fr;459.87
296;42;2017-10-28 00:00:00;debit;H&M EMMENDINGEN 1DE000;29.97
297;42;2017-10-28 00:00:00;debit;MUELLER 3524;109.85
298;42;2017-10-28 00:00:00;debit;BABYONE GUNDELFINGEN;179.13
299;42;2017-10-30 00:00:00;debit;KOHLER LEBENSMITTEL HA;96.01
300;42;2017-11-02 00:00:00;debit;304-5262280-9508312 Amazon .Mktplce EU-DE 2790273430085750;14.64
301;42;2017-11-03 00:00:00;credit;LOHN - GEHALT;1000.00
302;42;2017-11-06 00:00:00;debit;304-4935268-0265157 Amazon .Mktplce EU-DE 2952306522584732;14.99
303;42;2017-11-07 00:00:00;debit;304-4935268-0265157 Amazon .Mktplce EU-DE 2952315152914803;23.99
304;42;2017-11-08 00:00:00;credit;304-8736434-6403567 AMZ.Amazon.de 0390106425685459;3.43
305;42;2017-11-12 00:00:00;debit;FINI RESORT BADENWEILE;385.70
306;42;2017-11-12 00:00:00;debit;FINI RESORT BADENWEILE;59.00
307;42;2017-11-17 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;12.66
308;42;2017-11-17 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;13.99
309;42;2017-11-19 00:00:00;debit;TRESORIT AG;16.85
310;42;2017-11-19 00:00:00;debit;Maksutu*reimashop.com;45.90
311;42;2017-11-19 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;4.12
312;42;2017-11-20 00:00:00;debit;Amazon DE Marketplace;12.56
313;42;2017-11-20 00:00:00;debit;Amazon DE Marketplace;5.41
314;42;2017-11-20 00:00:00;debit;Amazon DE Marketplace;12.56
315;42;2017-11-20 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;12.27
316;42;2017-11-20 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;41.13
317;42;2017-11-20 00:00:00;debit;AMAZON EU AMAZON.DE;20.28
318;42;2017-11-20 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;15.89
319;42;2017-11-20 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;36.84
320;42;2017-11-20 00:00:00;debit;AMAZON SVCS EU-DE AMAZ;4.29
321;42;2017-11-21 00:00:00;debit;Amazon DE Marketplace;13.38
322;42;2017-11-21 00:00:00;credit;306-8302546-9721124 AMZ.Amazon.de 2582005095601844;19.86
323;42;2017-11-23 00:00:00;debit;AMAZON EU AMAZON.DE;8.40
324;42;2017-11-24 00:00:00;debit;AMAZON EU AMAZON.DE;10.27
325;42;2017-12-05 00:00:00;credit;LOHN - GEHALT;1000.00
326;42;2017-12-20 00:00:00;debit;302-3618945-1113960 Amazon.de 7523705466571297;114.89
327;42;2017-12-21 00:00:00;debit;304-6755328-3050722 Amazon .Mktplce EU-DE 2978361449484557;16.99
328;42;2017-12-22 00:00:00;debit;A standard 2 Euro Maestro card withdrawal fee has applied. Please use your Mastercard to avoid this fee.;2.00
329;42;2017-12-22 00:00:00;debit;SPK FREIBURG-NOERDLICH;300.00
330;42;2017-12-22 00:00:00;debit;BABYONE GUNDELFINGEN;110.90
331;42;2017-12-28 00:00:00;debit;TRESORIT AG;414.72
332;42;2017-12-28 00:00:00;credit;Ruckzahlung;525.00
333;42;2017-12-29 00:00:00;debit;Bührer Aktive Sports G;296.91
334;42;2017-12-29 00:00:00;debit;DM-DROGERIE MARKT GMBH;97.50
335;42;2018-01-05 00:00:00;credit;LOHN - GEHALT;1000.00
336;42;2018-01-09 00:00:00;credit;AMAZON EU AMAZON.DE;1.51
